"TIME","GEO","UNIT","ICD10","AGE","RESID","SEX","Value","Flag and Footnotes"
"2019","Greece","Number","Non-malignant neoplasms (benign and uncertain)","Total","All deaths reported in the country","Males","355",""
"2019","Greece","Number","Non-malignant neoplasms (benign and uncertain)","Total","All deaths reported in the country","Females","285",""
"2019","Greece","Number","Endocrine, nutritional and metabolic diseases (E00-E90)","Total","All deaths reported in the country","Total","2,741",""
"2019","Greece","Number","Endocrine, nutritional and metabolic diseases (E00-E90)","Total","All deaths reported in the country","Males","1,363",""
"2019","Greece","Number","Endocrine, nutritional and metabolic diseases (E00-E90)","Total","All deaths reported in the country","Females","1,378",""
"2019","Greece","Number","Mental and behavioural disorders (F00-F99)","Total","All deaths reported in the country","Total","2,256",""
"2019","Greece","Number","Mental and behavioural disorders (F00-F99)","Total","All deaths reported in the country","Males","812",""
"2019","Greece","Number","Mental and behavioural disorders (F00-F99)","Total","All deaths reported in the country","Females","1,444",""
"2019","Greece","Number","Diseases of the nervous system and the sense organs (G00-H95)","Total","All deaths reported in the country","Total","3,548",""
"2019","Greece","Number","Diseases of the nervous system and the sense organs (G00-H95)","Total","All deaths reported in the country","Males","1,735",""
"2019","Greece","Number","Diseases of the nervous system and the sense organs (G00-H95)","Total","All deaths reported in the country","Females","1,813",""
"2019","Greece","Number","Diseases of the circulatory system (I00-I99)","Total","All deaths reported in the country","Total","44,236",""
"2019","Greece","Number","Diseases of the circulatory system (I00-I99)","Total","All deaths reported in the country","Males","21,359",""
"2019","Greece","Number","Diseases of the circulatory system (I00-I99)","Total","All deaths reported in the country","Females","22,877",""
"2019","Greece","Number","Diseases of the respiratory system (J00-J99)","Total","All deaths reported in the country","Total","13,591",""
"2019","Greece","Number","Diseases of the respiratory system (J00-J99)","Total","All deaths reported in the country","Males","6,565",""
"2019","Greece","Number","Diseases of the respiratory system (J00-J99)","Total","All deaths reported in the country","Females","7,026",""
"2019","Greece","Number","Diseases of the digestive system (K00-K93)","Total","All deaths reported in the country","Total","3,586",""
"2019","Greece","Number","Diseases of the digestive system (K00-K93)","Total","All deaths reported in the country","Males","1,840",""
"2019","Greece","Number","Diseases of the digestive system (K00-K93)","Total","All deaths reported in the country","Females","1,746",""
"2019","Greece","Number","Diseases of the skin and subcutaneous tissue (L00-L99)","Total","All deaths reported in the country","Total","79",""
"2019","Greece","Number","Diseases of the skin and subcutaneous tissue (L00-L99)","Total","All deaths reported in the country","Males","28",""
"2019","Greece","Number","Diseases of the skin and subcutaneous tissue (L00-L99)","Total","All deaths reported in the country","Females","51",""
"2019","Greece","Number","Diseases of the musculoskeletal system and connective tissue (M00-M99)","Total","All deaths reported in the country","Total","408",""
"2019","Greece","Number","Diseases of the musculoskeletal system and connective tissue (M00-M99)","Total","All deaths reported in the country","Males","127",""
"2019","Greece","Number","Diseases of the musculoskeletal system and connective tissue (M00-M99)","Total","All deaths reported in the country","Females","281",""
"2019","Greece","Number","Diseases of the genitourinary system (N00-N99)","Total","All deaths reported in the country","Total","3,866",""
"2019","Greece","Number","Diseases of the genitourinary system (N00-N99)","Total","All deaths reported in the country","Males","1,779",""
"2019","Greece","Number","Diseases of the genitourinary system (N00-N99)","Total","All deaths reported in the country","Females","2,087",""
"2019","Greece","Number","Pregnancy, childbirth and the puerperium (O00-O99)","Total","All deaths reported in the country","Total","6",""
"2019","Greece","Number","Pregnancy, childbirth and the puerperium (O00-O99)","Total","All deaths reported in the country","Males","0",""
"2019","Greece","Number","Pregnancy, childbirth and the puerperium (O00-O99)","Total","All deaths reported in the country","Females","6",""
"2019","Greece","Number","Certain conditions originating in the perinatal period (P00-P96)","Total","All deaths reported in the country","Total","195",""
"2019","Greece","Number","Certain conditions originating in the perinatal period (P00-P96)","Total","All deaths reported in the country","Males","102",""
"2019","Greece","Number","Certain conditions originating in the perinatal period (P00-P96)","Total","All deaths reported in the country","Females","93",""
"2019","Greece","Number","Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","Total","All deaths reported in the country","Total","196",""
"2019","Greece","Number","Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","Total","All deaths reported in the country","Males","107",""
"2019","Greece","Number","Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","Total","All deaths reported in the country","Females","89",""
"2019","Greece","Number","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Total","All deaths reported in the country","Total","10,435",""
"2019","Greece","Number","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Total","All deaths reported in the country","Males","3,928",""
"2019","Greece","Number","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Total","All deaths reported in the country","Females","6,507",""
"2019","Spain","Number","Certain infectious and parasitic diseases (A00-B99)","Total","All deaths reported in the country","Total","6,119",""
"2019","Spain","Number","Certain infectious and parasitic diseases (A00-B99)","Total","All deaths reported in the country","Males","3,061",""
"2019","Spain","Number","Certain infectious and parasitic diseases (A00-B99)","Total","All deaths reported in the country","Females","3,058",""
"2019","Spain","Number","Malignant neoplasms (C00-C97)","Total","All deaths reported in the country","Total","108,867",""
"2019","Spain","Number","Malignant neoplasms (C00-C97)","Total","All deaths reported in the country","Males","65,730",""
"2019","Spain","Number","Malignant neoplasms (C00-C97)","Total","All deaths reported in the country","Females","43,137",""
"2019","Spain","Number","Non-malignant neoplasms (benign and uncertain)","Total","All deaths reported in the country","Total","4,192",""
"2019","Spain","Number","Non-malignant neoplasms (benign and uncertain)","Total","All deaths reported in the country","Males","2,221",""
"2019","Spain","Number","Non-malignant neoplasms (benign and uncertain)","Total","All deaths reported in the country","Females","1,971",""
"2019","Spain","Number","Endocrine, nutritional and metabolic diseases (E00-E90)","Total","All deaths reported in the country","Total","13,351",""
"2019","Spain","Number","Endocrine, nutritional and metabolic diseases (E00-E90)","Total","All deaths reported in the country","Males","5,868",""
"2019","Spain","Number","Endocrine, nutritional and metabolic diseases (E00-E90)","Total","All deaths reported in the country","Females","7,483",""
"2019","Spain","Number","Mental and behavioural disorders (F00-F99)","Total","All deaths reported in the country","Total","22,896",""
"2019","Spain","Number","Mental and behavioural disorders (F00-F99)","Total","All deaths reported in the country","Males","7,875",""
"2019","Spain","Number","Mental and behavioural disorders (F00-F99)","Total","All deaths reported in the country","Females","15,021",""
"2019","Spain","Number","Diseases of the nervous system and the sense organs (G00-H95)","Total","All deaths reported in the country","Total","26,120",""
"2019","Spain","Number","Diseases of the nervous system and the sense organs (G00-H95)","Total","All deaths reported in the country","Males","10,288",""
"2019","Spain","Number","Diseases of the nervous system and the sense organs (G00-H95)","Total","All deaths reported in the country","Females","15,832",""
"2019","Spain","Number","Diseases of the circulatory system (I00-I99)","Total","All deaths reported in the country","Total","116,615",""
"2019","Spain","Number","Diseases of the circulatory system (I00-I99)","Total","All deaths reported in the country","Males","54,511",""
"2019","Spain","Number","Diseases of the circulatory system (I00-I99)","Total","All deaths reported in the country","Females","62,104",""
"2019","Spain","Number","Diseases of the respiratory system (J00-J99)","Total","All deaths reported in the country","Total","47,681",""
"2019","Spain","Number","Diseases of the respiratory system (J00-J99)","Total","All deaths reported in the country","Males","26,310",""
"2019","Spain","Number","Diseases of the respiratory system (J00-J99)","Total","All deaths reported in the country","Females","21,371",""
"2019","Spain","Number","Diseases of the digestive system (K00-K93)","Total","All deaths reported in the country","Total","22,038",""
"2019","Spain","Number","Diseases of the digestive system (K00-K93)","Total","All deaths reported in the country","Males","11,446",""
"2019","Spain","Number","Diseases of the digestive system (K00-K93)","Total","All deaths reported in the country","Females","10,592",""
"2019","Spain","Number","Diseases of the skin and subcutaneous tissue (L00-L99)","Total","All deaths reported in the country","Total","1,775",""
"2019","Spain","Number","Diseases of the skin and subcutaneous tissue (L00-L99)","Total","All deaths reported in the country","Males","629",""
"2019","Spain","Number","Diseases of the skin and subcutaneous tissue (L00-L99)","Total","All deaths reported in the country","Females","1,146",""
"2019","Spain","Number","Diseases of the musculoskeletal system and connective tissue (M00-M99)","Total","All deaths reported in the country","Total","5,162",""
"2019","Spain","Number","Diseases of the musculoskeletal system and connective tissue (M00-M99)","Total","All deaths reported in the country","Males","1,730",""
"2019","Spain","Number","Diseases of the musculoskeletal system and connective tissue (M00-M99)","Total","All deaths reported in the country","Females","3,432",""
"2019","Spain","Number","Diseases of the genitourinary system (N00-N99)","Total","All deaths reported in the country","Total","14,123",""
"2019","Spain","Number","Diseases of the genitourinary system (N00-N99)","Total","All deaths reported in the country","Males","6,235",""
"2019","Spain","Number","Diseases of the genitourinary system (N00-N99)","Total","All deaths reported in the country","Females","7,888",""
"2019","Spain","Number","Pregnancy, childbirth and the puerperium (O00-O99)","Total","All deaths reported in the country","Total","6",""
"2019","Spain","Number","Pregnancy, childbirth and the puerperium (O00-O99)","Total","All deaths reported in the country","Males","0",""
"2019","Spain","Number","Pregnancy, childbirth and the puerperium (O00-O99)","Total","All deaths reported in the country","Females","6",""
"2019","Spain","Number","Certain conditions originating in the perinatal period (P00-P96)","Total","All deaths reported in the country","Total","584",""
"2019","Spain","Number","Certain conditions originating in the perinatal period (P00-P96)","Total","All deaths reported in the country","Males","331",""
"2019","Spain","Number","Certain conditions originating in the perinatal period (P00-P96)","Total","All deaths reported in the country","Females","253",""
"2019","Spain","Number","Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","Total","All deaths reported in the country","Total","815",""
"2019","Spain","Number","Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","Total","All deaths reported in the country","Males","412",""
"2019","Spain","Number","Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","Total","All deaths reported in the country","Females","403",""
"2019","Spain","Number","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Total","All deaths reported in the country","Total","10,206",""
"2019","Spain","Number","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Total","All deaths reported in the country","Males","4,922",""
"2019","Spain","Number","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Total","All deaths reported in the country","Females","5,284",""
"2019","France","Number","Certain infectious and parasitic diseases (A00-B99)","Total","All deaths reported in the country","Total",":",""
"2019","France","Number","Certain infectious and parasitic diseases (A00-B99)","Total","All deaths reported in the country","Males",":",""
"2019","France","Number","Certain infectious and parasitic diseases (A00-B99)","Total","All deaths reported in the country","Females",":",""
"2019","France","Number","Malignant neoplasms (C00-C97)","Total","All deaths reported in the country","Total",":",""
"2019","France","Number","Malignant neoplasms (C00-C97)","Total","All deaths reported in the country","Males",":",""
"2019","France","Number","Malignant neoplasms (C00-C97)","Total","All deaths reported in the country","Females",":",""
"2019","France","Number","Non-malignant neoplasms (benign and uncertain)","Total","All deaths reported in the country","Total",":",""
"2019","France","Number","Non-malignant neoplasms (benign and uncertain)","Total","All deaths reported in the country","Males",":",""
"2019","France","Number","Non-malignant neoplasms (benign and uncertain)","Total","All deaths reported in the country","Females",":",""
"2019","France","Number","Endocrine, nutritional and metabolic diseases (E00-E90)","Total","All deaths reported in the country","Total",":",""
"2019","France","Number","Endocrine, nutritional and metabolic diseases (E00-E90)","Total","All deaths reported in the country","Males",":",""
"2019","France","Number","Endocrine, nutritional and metabolic diseases (E00-E90)","Total","All deaths reported in the country","Females",":",""
"2019","France","Number","Mental and behavioural disorders (F00-F99)","Total","All deaths reported in the country","Total",":",""
"2019","France","Number","Mental and behavioural disorders (F00-F99)","Total","All deaths reported in the country","Males",":",""
"2019","France","Number","Mental and behavioural disorders (F00-F99)","Total","All deaths reported in the country","Females",":",""
"2019","France","Number","Diseases of the nervous system and the sense organs (G00-H95)","Total","All deaths reported in the country","Total",":",""
"2019","France","Number","Diseases of the nervous system and the sense organs (G00-H95)","Total","All deaths reported in the country","Males",":",""
"2019","France","Number","Diseases of the nervous system and the sense organs (G00-H95)","Total","All deaths reported in the country","Females",":",""
"2019","France","Number","Diseases of the circulatory system (I00-I99)","Total","All deaths reported in the country","Total",":",""
"2019","France","Number","Diseases of the circulatory system (I00-I99)","Total","All deaths reported in the country","Males",":",""
"2019","France","Number","Diseases of the circulatory system (I00-I99)","Total","All deaths reported in the country","Females",":",""
"2019","France","Number","Diseases of the respiratory system (J00-J99)","Total","All deaths reported in the country","Total",":",""
"2019","France","Number","Diseases of the respiratory system (J00-J99)","Total","All deaths reported in the country","Males",":",""
"2019","France","Number","Diseases of the respiratory system (J00-J99)","Total","All deaths reported in the country","Females",":",""
"2019","France","Number","Diseases of the digestive system (K00-K93)","Total","All deaths reported in the country","Total",":",""
"2019","France","Number","Diseases of the digestive system (K00-K93)","Total","All deaths reported in the country","Males",":",""
"2019","France","Number","Diseases of the digestive system (K00-K93)","Total","All deaths reported in the country","Females",":",""
"2019","France","Number","Diseases of the skin and subcutaneous tissue (L00-L99)","Total","All deaths reported in the country","Total",":",""
"2019","France","Number","Diseases of the skin and subcutaneous tissue (L00-L99)","Total","All deaths reported in the country","Males",":",""
"2019","France","Number","Diseases of the skin and subcutaneous tissue (L00-L99)","Total","All deaths reported in the country","Females",":",""
"2019","France","Number","Diseases of the musculoskeletal system and connective tissue (M00-M99)","Total","All deaths reported in the country","Total",":",""
"2019","France","Number","Diseases of the musculoskeletal system and connective tissue (M00-M99)","Total","All deaths reported in the country","Males",":",""
"2019","France","Number","Diseases of the musculoskeletal system and connective tissue (M00-M99)","Total","All deaths reported in the country","Females",":",""
"2019","France","Number","Diseases of the genitourinary system (N00-N99)","Total","All deaths reported in the country","Total",":",""
"2019","France","Number","Diseases of the genitourinary system (N00-N99)","Total","All deaths reported in the country","Males",":",""
"2019","France","Number","Diseases of the genitourinary system (N00-N99)","Total","All deaths reported in the country","Females",":",""
"2019","France","Number","Pregnancy, childbirth and the puerperium (O00-O99)","Total","All deaths reported in the country","Total",":",""
"2019","France","Number","Pregnancy, childbirth and the puerperium (O00-O99)","Total","All deaths reported in the country","Males",":",""
"2019","France","Number","Pregnancy, childbirth and the puerperium (O00-O99)","Total","All deaths reported in the country","Females",":",""
"2019","France","Number","Certain conditions originating in the perinatal period (P00-P96)","Total","All deaths reported in the country","Total",":",""
"2019","France","Number","Certain conditions originating in the perinatal period (P00-P96)","Total","All deaths reported in the country","Males",":",""
"2019","France","Number","Certain conditions originating in the perinatal period (P00-P96)","Total","All deaths reported in the country","Females",":",""
"2019","France","Number","Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","Total","All deaths reported in the country","Total",":",""
"2019","France","Number","Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","Total","All deaths reported in the country","Males",":",""
"2019","France","Number","Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","Total","All deaths reported in the country","Females",":",""
"2019","France","Number","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Total","All deaths reported in the country","Total",":",""
"2019","France","Number","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Total","All deaths reported in the country","Males",":",""
"2019","France","Number","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Total","All deaths reported in the country","Females",":",""
"2019","France (metropolitan)","Number","Certain infectious and parasitic diseases (A00-B99)","Total","All deaths reported in the country","Total",":",""
"2019","France (metropolitan)","Number","Certain infectious and parasitic diseases (A00-B99)","Total","All deaths reported in the country","Males",":",""
"2019","France (metropolitan)","Number","Certain infectious and parasitic diseases (A00-B99)","Total","All deaths reported in the country","Females",":",""
"2019","France (metropolitan)","Number","Malignant neoplasms (C00-C97)","Total","All deaths reported in the country","Total",":",""
"2019","France (metropolitan)","Number","Malignant neoplasms (C00-C97)","Total","All deaths reported in the country","Males",":",""
"2019","France (metropolitan)","Number","Malignant neoplasms (C00-C97)","Total","All deaths reported in the country","Females",":",""
"2019","France (metropolitan)","Number","Non-malignant neoplasms (benign and uncertain)","Total","All deaths reported in the country","Total",":",""
"2019","France (metropolitan)","Number","Non-malignant neoplasms (benign and uncertain)","Total","All deaths reported in the country","Males",":",""
"2019","France (metropolitan)","Number","Non-malignant neoplasms (benign and uncertain)","Total","All deaths reported in the country","Females",":",""
"2019","France (metropolitan)","Number","Endocrine, nutritional and metabolic diseases (E00-E90)","Total","All deaths reported in the country","Total",":",""
"2019","France (metropolitan)","Number","Endocrine, nutritional and metabolic diseases (E00-E90)","Total","All deaths reported in the country","Males",":",""
"2019","France (metropolitan)","Number","Endocrine, nutritional and metabolic diseases (E00-E90)","Total","All deaths reported in the country","Females",":",""
"2019","France (metropolitan)","Number","Mental and behavioural disorders (F00-F99)","Total","All deaths reported in the country","Total",":",""
"2019","France (metropolitan)","Number","Mental and behavioural disorders (F00-F99)","Total","All deaths reported in the country","Males",":",""
"2019","France (metropolitan)","Number","Mental and behavioural disorders (F00-F99)","Total","All deaths reported in the country","Females",":",""
"2019","France (metropolitan)","Number","Diseases of the nervous system and the sense organs (G00-H95)","Total","All deaths reported in the country","Total",":",""
"2019","France (metropolitan)","Number","Diseases of the nervous system and the sense organs (G00-H95)","Total","All deaths reported in the country","Males",":",""
"2019","France (metropolitan)","Number","Diseases of the nervous system and the sense organs (G00-H95)","Total","All deaths reported in the country","Females",":",""
"2019","France (metropolitan)","Number","Diseases of the circulatory system (I00-I99)","Total","All deaths reported in the country","Total",":",""
"2019","France (metropolitan)","Number","Diseases of the circulatory system (I00-I99)","Total","All deaths reported in the country","Males",":",""
"2019","France (metropolitan)","Number","Diseases of the circulatory system (I00-I99)","Total","All deaths reported in the country","Females",":",""
"2019","France (metropolitan)","Number","Diseases of the respiratory system (J00-J99)","Total","All deaths reported in the country","Total",":",""
"2019","France (metropolitan)","Number","Diseases of the respiratory system (J00-J99)","Total","All deaths reported in the country","Males",":",""
"2019","France (metropolitan)","Number","Diseases of the respiratory system (J00-J99)","Total","All deaths reported in the country","Females",":",""
"2019","France (metropolitan)","Number","Diseases of the digestive system (K00-K93)","Total","All deaths reported in the country","Total",":",""
"2019","France (metropolitan)","Number","Diseases of the digestive system (K00-K93)","Total","All deaths reported in the country","Males",":",""
"2019","France (metropolitan)","Number","Diseases of the digestive system (K00-K93)","Total","All deaths reported in the country","Females",":",""
"2019","France (metropolitan)","Number","Diseases of the skin and subcutaneous tissue (L00-L99)","Total","All deaths reported in the country","Total",":",""
"2019","France (metropolitan)","Number","Diseases of the skin and subcutaneous tissue (L00-L99)","Total","All deaths reported in the country","Males",":",""
"2019","France (metropolitan)","Number","Diseases of the skin and subcutaneous tissue (L00-L99)","Total","All deaths reported in the country","Females",":",""
"2019","France (metropolitan)","Number","Diseases of the musculoskeletal system and connective tissue (M00-M99)","Total","All deaths reported in the country","Total",":",""
"2019","France (metropolitan)","Number","Diseases of the musculoskeletal system and connective tissue (M00-M99)","Total","All deaths reported in the country","Males",":",""
"2019","France (metropolitan)","Number","Diseases of the musculoskeletal system and connective tissue (M00-M99)","Total","All deaths reported in the country","Females",":",""
"2019","France (metropolitan)","Number","Diseases of the genitourinary system (N00-N99)","Total","All deaths reported in the country","Total",":",""
"2019","France (metropolitan)","Number","Diseases of the genitourinary system (N00-N99)","Total","All deaths reported in the country","Males",":",""
"2019","France (metropolitan)","Number","Diseases of the genitourinary system (N00-N99)","Total","All deaths reported in the country","Females",":",""
"2019","France (metropolitan)","Number","Pregnancy, childbirth and the puerperium (O00-O99)","Total","All deaths reported in the country","Total",":",""
"2019","France (metropolitan)","Number","Pregnancy, childbirth and the puerperium (O00-O99)","Total","All deaths reported in the country","Males",":",""
"2019","France (metropolitan)","Number","Pregnancy, childbirth and the puerperium (O00-O99)","Total","All deaths reported in the country","Females",":",""
"2019","France (metropolitan)","Number","Certain conditions originating in the perinatal period (P00-P96)","Total","All deaths reported in the country","Total",":",""
"2019","France (metropolitan)","Number","Certain conditions originating in the perinatal period (P00-P96)","Total","All deaths reported in the country","Males",":",""
"2019","France (metropolitan)","Number","Certain conditions originating in the perinatal period (P00-P96)","Total","All deaths reported in the country","Females",":",""
"2019","France (metropolitan)","Number","Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","Total","All deaths reported in the country","Total",":",""
"2019","France (metropolitan)","Number","Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","Total","All deaths reported in the country","Males",":",""
"2019","France (metropolitan)","Number","Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","Total","All deaths reported in the country","Females",":",""
"2019","France (metropolitan)","Number","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Total","All deaths reported in the country","Total",":",""
"2019","France (metropolitan)","Number","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Total","All deaths reported in the country","Males",":",""
"2019","France (metropolitan)","Number","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Total","All deaths reported in the country","Females",":",""
"2019","Croatia","Number","Certain infectious and parasitic diseases (A00-B99)","Total","All deaths reported in the country","Total","190",""
"2019","Croatia","Number","Certain infectious and parasitic diseases (A00-B99)","Total","All deaths reported in the country","Males","98",""
"2019","Croatia","Number","Certain infectious and parasitic diseases (A00-B99)","Total","All deaths reported in the country","Females","92",""
"2019","Croatia","Number","Malignant neoplasms (C00-C97)","Total","All deaths reported in the country","Total","13,519",""
"2019","Croatia","Number","Malignant neoplasms (C00-C97)","Total","All deaths reported in the country","Males","7,824",""
"2019","Croatia","Number","Malignant neoplasms (C00-C97)","Total","All deaths reported in the country","Females","5,695",""
"2019","Croatia","Number","Non-malignant neoplasms (benign and uncertain)","Total","All deaths reported in the country","Total","257",""
"2019","Croatia","Number","Non-malignant neoplasms (benign and uncertain)","Total","All deaths reported in the country","Males","121",""
"2019","Croatia","Number","Non-malignant neoplasms (benign and uncertain)","Total","All deaths reported in the country","Females","136",""
"2019","Croatia","Number","Endocrine, nutritional and metabolic diseases (E00-E90)","Total","All deaths reported in the country","Total","4,085",""
"2019","Croatia","Number","Endocrine, nutritional and metabolic diseases (E00-E90)","Total","All deaths reported in the country","Males","1,735",""
"2019","Croatia","Number","Endocrine, nutritional and metabolic diseases (E00-E90)","Total","All deaths reported in the country","Females","2,350",""
"2019","Croatia","Number","Mental and behavioural disorders (F00-F99)","Total","All deaths reported in the country","Total","1,361",""
"2019","Croatia","Number","Mental and behavioural disorders (F00-F99)","Total","All deaths reported in the country","Males","595",""
"2019","Croatia","Number","Mental and behavioural disorders (F00-F99)","Total","All deaths reported in the country","Females","766",""
"2019","Croatia","Number","Diseases of the nervous system and the sense organs (G00-H95)","Total","All deaths reported in the country","Total","1,366",""
"2019","Croatia","Number","Diseases of the nervous system and the sense organs (G00-H95)","Total","All deaths reported in the country","Males","631",""
"2019","Croatia","Number","Diseases of the nervous system and the sense organs (G00-H95)","Total","All deaths reported in the country","Females","735",""
"2019","Croatia","Number","Diseases of the circulatory system (I00-I99)","Total","All deaths reported in the country","Total","22,358",""
"2019","Croatia","Number","Diseases of the circulatory system (I00-I99)","Total","All deaths reported in the country","Males","9,563",""
"2019","Croatia","Number","Diseases of the circulatory system (I00-I99)","Total","All deaths reported in the country","Females","12,795",""
"2019","Croatia","Number","Diseases of the respiratory system (J00-J99)","Total","All deaths reported in the country","Total","2,333",""
"2019","Croatia","Number","Diseases of the respiratory system (J00-J99)","Total","All deaths reported in the country","Males","1,375",""
"2019","Croatia","Number","Diseases of the respiratory system (J00-J99)","Total","All deaths reported in the country","Females","958",""
"2019","Croatia","Number","Diseases of the digestive system (K00-K93)","Total","All deaths reported in the country","Total","2,203",""
"2019","Croatia","Number","Diseases of the digestive system (K00-K93)","Total","All deaths reported in the country","Males","1,320",""
"2019","Croatia","Number","Diseases of the digestive system (K00-K93)","Total","All deaths reported in the country","Females","883",""
"2019","Croatia","Number","Diseases of the skin and subcutaneous tissue (L00-L99)","Total","All deaths reported in the country","Total","12",""
"2019","Croatia","Number","Diseases of the skin and subcutaneous tissue (L00-L99)","Total","All deaths reported in the country","Males","4",""
"2019","Croatia","Number","Diseases of the skin and subcutaneous tissue (L00-L99)","Total","All deaths reported in the country","Females","8",""
"2019","Croatia","Number","Diseases of the musculoskeletal system and connective tissue (M00-M99)","Total","All deaths reported in the country","Total","124",""
"2019","Croatia","Number","Diseases of the musculoskeletal system and connective tissue (M00-M99)","Total","All deaths reported in the country","Males","20",""
"2019","Croatia","Number","Diseases of the musculoskeletal system and connective tissue (M00-M99)","Total","All deaths reported in the country","Females","104",""
"2019","Croatia","Number","Diseases of the genitourinary system (N00-N99)","Total","All deaths reported in the country","Total","1,191",""
"2019","Croatia","Number","Diseases of the genitourinary system (N00-N99)","Total","All deaths reported in the country","Males","486",""
"2019","Croatia","Number","Diseases of the genitourinary system (N00-N99)","Total","All deaths reported in the country","Females","705",""
"2019","Croatia","Number","Pregnancy, childbirth and the puerperium (O00-O99)","Total","All deaths reported in the country","Total","2",""
"2019","Croatia","Number","Pregnancy, childbirth and the puerperium (O00-O99)","Total","All deaths reported in the country","Males","0",""
"2019","Croatia","Number","Pregnancy, childbirth and the puerperium (O00-O99)","Total","All deaths reported in the country","Females","2",""
"2019","Croatia","Number","Certain conditions originating in the perinatal period (P00-P96)","Total","All deaths reported in the country","Total","88",""
"2019","Croatia","Number","Certain conditions originating in the perinatal period (P00-P96)","Total","All deaths reported in the country","Males","51",""
"2019","Croatia","Number","Certain conditions originating in the perinatal period (P00-P96)","Total","All deaths reported in the country","Females","37",""
"2019","Croatia","Number","Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","Total","All deaths reported in the country","Total","73",""
"2019","Croatia","Number","Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","Total","All deaths reported in the country","Males","41",""
"2019","Croatia","Number","Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","Total","All deaths reported in the country","Females","32",""
"2019","Croatia","Number","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Total","All deaths reported in the country","Total","340",""
"2019","Croatia","Number","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Total","All deaths reported in the country","Males","159",""
"2019","Croatia","Number","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Total","All deaths reported in the country","Females","181",""
"2019","Italy","Number","Certain infectious and parasitic diseases (A00-B99)","Total","All deaths reported in the country","Total",":",""
"2019","Italy","Number","Certain infectious and parasitic diseases (A00-B99)","Total","All deaths reported in the country","Males",":",""
"2019","Italy","Number","Certain infectious and parasitic diseases (A00-B99)","Total","All deaths reported in the country","Females",":",""
"2019","Italy","Number","Malignant neoplasms (C00-C97)","Total","All deaths reported in the country","Total",":",""
"2019","Italy","Number","Malignant neoplasms (C00-C97)","Total","All deaths reported in the country","Males",":",""
"2019","Italy","Number","Malignant neoplasms (C00-C97)","Total","All deaths reported in the country","Females",":",""
"2019","Italy","Number","Non-malignant neoplasms (benign and uncertain)","Total","All deaths reported in the country","Total",":",""
"2019","Italy","Number","Non-malignant neoplasms (benign and uncertain)","Total","All deaths reported in the country","Males",":",""
"2019","Italy","Number","Non-malignant neoplasms (benign and uncertain)","Total","All deaths reported in the country","Females",":",""
"2019","Italy","Number","Endocrine, nutritional and metabolic diseases (E00-E90)","Total","All deaths reported in the country","Total",":",""
"2019","Italy","Number","Endocrine, nutritional and metabolic diseases (E00-E90)","Total","All deaths reported in the country","Males",":",""
"2019","Italy","Number","Endocrine, nutritional and metabolic diseases (E00-E90)","Total","All deaths reported in the country","Females",":",""
"2019","Italy","Number","Mental and behavioural disorders (F00-F99)","Total","All deaths reported in the country","Total",":",""
"2019","Italy","Number","Mental and behavioural disorders (F00-F99)","Total","All deaths reported in the country","Males",":",""
"2019","Italy","Number","Mental and behavioural disorders (F00-F99)","Total","All deaths reported in the country","Females",":",""
"2019","Italy","Number","Diseases of the nervous system and the sense organs (G00-H95)","Total","All deaths reported in the country","Total",":",""
