"TIME","GEO","UNIT","ICHA11_HP","Value","Flag and Footnotes"
"2019","Malta","Million euro","Mental health hospitals",":",""
"2019","Malta","Million euro","Dental practice",":",""
"2019","Malta","Million euro","Pharmacies",":",""
"2019","Netherlands","Million euro","All providers of health care","82,365.00",""
"2019","Netherlands","Million euro","General hospitals","22,004.00",""
"2019","Netherlands","Million euro","Mental health hospitals","4,349.00",""
"2019","Netherlands","Million euro","Dental practice","3,282.00",""
"2019","Netherlands","Million euro","Pharmacies","5,634.00",""
"2019","Austria","Million euro","All providers of health care","41,483.13",""
"2019","Austria","Million euro","General hospitals","14,161.84",""
"2019","Austria","Million euro","Mental health hospitals",":",""
"2019","Austria","Million euro","Dental practice","2,029.46",""
"2019","Austria","Million euro","Pharmacies","4,379.12",""
"2019","Poland","Million euro","All providers of health care",":",""
"2019","Poland","Million euro","General hospitals",":",""
"2019","Poland","Million euro","Mental health hospitals",":",""
"2019","Poland","Million euro","Dental practice",":",""
"2019","Poland","Million euro","Pharmacies",":",""
"2019","Portugal","Million euro","All providers of health care","20,392.49",""
"2019","Portugal","Million euro","General hospitals","8,428.74",""
"2019","Portugal","Million euro","Mental health hospitals","136.19",""
"2019","Portugal","Million euro","Dental practice",":",""
"2019","Portugal","Million euro","Pharmacies","3,017.97",""
"2019","Romania","Million euro","All providers of health care","12,810.05",""
"2019","Romania","Million euro","General hospitals","4,392.79",""
"2019","Romania","Million euro","Mental health hospitals","209.43",""
"2019","Romania","Million euro","Dental practice","484.14",""
"2019","Romania","Million euro","Pharmacies","3,190.34",""
"2019","Slovenia","Million euro","All providers of health care","4,124.92",""
"2019","Slovenia","Million euro","General hospitals","1,307.32",""
"2019","Slovenia","Million euro","Mental health hospitals","62.09",""
"2019","Slovenia","Million euro","Dental practice","121.09",""
"2019","Slovenia","Million euro","Pharmacies","702.52",""
"2019","Slovakia","Million euro","All providers of health care","6,534.20",""
"2019","Slovakia","Million euro","General hospitals","2,213.17",""
"2019","Slovakia","Million euro","Mental health hospitals","37.11",""
"2019","Slovakia","Million euro","Dental practice","316.79",""
"2019","Slovakia","Million euro","Pharmacies","1,596.90",""
"2019","Finland","Million euro","All providers of health care","21,992.25",""
"2019","Finland","Million euro","General hospitals","8,185.29",""
"2019","Finland","Million euro","Mental health hospitals","5.52",""
"2019","Finland","Million euro","Dental practice","422.86",""
"2019","Finland","Million euro","Pharmacies","2,719.32",""
"2019","Sweden","Million euro","All providers of health care","51,823.76",""
"2019","Sweden","Million euro","General hospitals","20,123.81",""
"2019","Sweden","Million euro","Mental health hospitals",":",""
"2019","Sweden","Million euro","Dental practice","2,896.19",""
"2019","Sweden","Million euro","Pharmacies","4,440.42",""
"2019","Iceland","Million euro","All providers of health care","1,900.02",""
"2019","Iceland","Million euro","General hospitals","743.00",""
"2019","Iceland","Million euro","Mental health hospitals",":",""
"2019","Iceland","Million euro","Dental practice","127.00",""
"2019","Iceland","Million euro","Pharmacies","161.35",""
"2019","Liechtenstein","Million euro","All providers of health care","332.63",""
"2019","Liechtenstein","Million euro","General hospitals","21.94",""
"2019","Liechtenstein","Million euro","Mental health hospitals","1.20",""
"2019","Liechtenstein","Million euro","Dental practice","17.26",""
"2019","Liechtenstein","Million euro","Pharmacies","11.44",""
"2019","Norway","Million euro","All providers of health care","38,112.80",""
"2019","Norway","Million euro","General hospitals","11,537.70",""
"2019","Norway","Million euro","Mental health hospitals","3,447.03",""
"2019","Norway","Million euro","Dental practice","1,830.46",""
"2019","Norway","Million euro","Pharmacies","2,354.15",""
"2019","Switzerland","Million euro","All providers of health care","73,786.54",""
"2019","Switzerland","Million euro","General hospitals","21,804.42",""
"2019","Switzerland","Million euro","Mental health hospitals","2,122.60",""
"2019","Switzerland","Million euro","Dental practice","4,080.13",""
"2019","Switzerland","Million euro","Pharmacies","4,814.20",""
"2019","United Kingdom","Million euro","All providers of health care",":",""
"2019","United Kingdom","Million euro","General hospitals",":",""
"2019","United Kingdom","Million euro","Mental health hospitals",":",""
"2019","United Kingdom","Million euro","Dental practice",":",""
"2019","United Kingdom","Million euro","Pharmacies",":",""
"2019","Bosnia and Herzegovina","Million euro","All providers of health care",":",""
"2019","Bosnia and Herzegovina","Million euro","General hospitals",":",""
"2019","Bosnia and Herzegovina","Million euro","Mental health hospitals",":",""
"2019","Bosnia and Herzegovina","Million euro","Dental practice",":",""
"2019","Bosnia and Herzegovina","Million euro","Pharmacies",":",""
